,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Varumärke,Bildstorlek,Upplösning,Bildskärmsteknik,HDR,Smart TV,Lanseringsår,Pris/tum,Produktnamn,Kategori,"TV-mottagare, digital",Dubbla mottagare,Stöd för CI/CA-modul,CI+,Typ av digital-mottagare,"Analog 3,5mm-ingång (Aux)",Digital optisk ut (S/PDIF),HDMI,Antal HDMI-ingångar,HDCP-version,HDMI-version,Standarder som stöds,Hörlursutgång,Komponent in (YPbPr/YCbCr),Komposit in,USB-kontakt,Inspelningsfunktion via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakter (totalt),VGA in,Övriga anslutningar,Bildfrekvens,Bildförhållande,Bildstorlek (cm),Ljusstyrka,Rörelseförbättring (frekvens/index),Typ av index/mätmetod,Skärmtyp,Stödda videoformat,Uppdateringsfrekvens,Bildfiler som stöds,Ljudfiler som stöds,Ljudformat,Videofiler som stöds,Tillgängliga färger,Utformning panel,"Djup, utan stativ","Höjd, utan stativ",Mått (BxHxD),Bredd,Djup,Höjd,Produktvikt,"Vikt, utan stativ",Funktioner,Internettjänster/appar som stöds,Operativsystem,Ethernet-anslutning,Trådlöst nätverk (Wi-Fi),Trådlös nätverkstandard (IEEE 802.11),3D-stöd (3D-ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-certifierad (UHD/4K),Typ av HDR,Streaming-standarder,VESA-fäste,Typ av VESA-fäste,Inbyggda högtalare,Processorhastighet,Anslutning för 9V/12V/14V,Effektförbrukning drift (min-max),Effektförbrukning standby/viloläge,Energiförbrukning i HDR-läge (per 1000h),Energiförbrukning i SDR-läge (per 1000h),Energiklass (A-G),Energiklass (HDR),Bakbelysning,Diodplacering,Teknologier,Paneltyp,Varumärke,Bildstorlek,Upplösning,Bildskärmsteknik,HDR,Smart TV,Lanseringsår,Pris/tum,Produktnamn,Kategori,"TV-mottagare, digital",Dubbla mottagare,Stöd för CI/CA-modul,CI+,Typ av digital-mottagare,"Analog 3,5mm-ingång (Aux)",Digital optisk ut (S/PDIF),HDMI,Antal HDMI-ingångar,HDCP-version,HDMI-version,Standarder som stöds,Hörlursutgång,Komponent in (YPbPr/YCbCr),Komposit in,USB-kontakt,Inspelningsfunktion via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakter (totalt),VGA in,Övriga anslutningar,Bildfrekvens,Bildförhållande,Bildstorlek (cm),Ljusstyrka,Rörelseförbättring (frekvens/index),Typ av index/mätmetod,Skärmtyp,Stödda videoformat,Uppdateringsfrekvens,Bildfiler som stöds,Ljudfiler som stöds,Ljudformat,Videofiler som stöds,Tillgängliga färger,Utformning panel,"Djup, utan stativ","Höjd, utan stativ",Mått (BxHxD),Bredd,Djup,Höjd,Produktvikt,"Vikt, utan stativ",Funktioner,Internettjänster/appar som stöds,Operativsystem,Ethernet-anslutning,Trådlöst nätverk (Wi-Fi),Trådlös nätverkstandard (IEEE 802.11),3D-stöd (3D-ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-certifierad (UHD/4K),Typ av HDR,Streaming-standarder,VESA-fäste,Typ av VESA-fäste,Inbyggda högtalare,Processorhastighet,Anslutning för 9V/12V/14V,Effektförbrukning drift (min-max),Effektförbrukning standby/viloläge,Energiförbrukning i HDR-läge (per 1000h),Energiförbrukning i SDR-läge (per 1000h),Energiklass (A-G),Energiklass (HDR),Bakbelysning,Diodplacering,Teknologier,Paneltyp
23,SW,TV,"Samsung QLED QE65Q70A 65"" 4K Ultra HD (3840x2160) Smart TV",11783.263157894737,SEK,19,Rank 24,3.8,(1 omdöme),"Det billigaste priset för Samsung QLED QE65Q70A 65"" 4K Ultra HD (3840x2160) Smart TV just nu är 8 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 3.8 av 5.  Prisjakt jämför priser och erbjudanden från 19 butiker. ",https://www.prisjakt.nu/produkt.php?p=5734743,14/08/2022 11:24:26,Samsung,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,138.31 kr/tum,"Samsung QLED QE65Q70A 65"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,2.1,eARC,Nej,,,Ja,Ja,,,2 st,,,"24p, 30p, 60p, 50p, 120p",16:9,163 cm,,Ja,Samsung Picture Quality Index (PQI) 3400,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,Dolby Digital Plus,,"Svart, Grå, Titan",,25.7 mm,832.2 mm,,1451.7 mm,290.2 mm,897.5 mm,21.8 kg,20.9 kg,"Bluetooth, Röststyrning, Stöd för HbbTV, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)","Facebook, YouTube, Spotify, Netflix, Viaplay, HBO Nordic, Amazon Prime Video, Apple TV+",Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,"HDR10, HLG, HDR10+",,Ja,400x300mm,,,Nej,245 W,0.5 W,202 kWh,101 kWh,F,G,LED (lysdiod),Bakbelyst (Back),Quantum dot,VA,Samsung,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,138.31 kr/tum,"Samsung QLED QE65Q70A 65"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,2.1,eARC,Nej,,,Ja,Ja,,,2 st,,,"24p, 30p, 60p, 50p, 120p",16:9,163 cm,,Ja,Samsung Picture Quality Index (PQI) 3400,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,Dolby Digital Plus,,"Svart, Grå, Titan",,25.7 mm,832.2 mm,,1451.7 mm,290.2 mm,897.5 mm,21.8 kg,20.9 kg,"Bluetooth, Röststyrning, Stöd för HbbTV, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)","Facebook, YouTube, Spotify, Netflix, Viaplay, HBO Nordic, Amazon Prime Video, Apple TV+",Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,"HDR10, HLG, HDR10+",,Ja,400x300mm,,,Nej,245 W,0.5 W,202 kWh,101 kWh,F,G,LED (lysdiod),Bakbelyst (Back),Quantum dot,VA
24,SW,TV,"Samsung The Frame QE65LS03A 65"" 4K Ultra HD (3840x2160) QLED Smart TV",12925.857142857143,SEK,7,Rank 25,2.9,(4 omdömen),"Det billigaste priset för Samsung The Frame QE65LS03A 65"" 4K Ultra HD (3840x2160) QLED Smart TV just nu är 11 490 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 2.9 av 5.  Prisjakt jämför priser och erbjudanden från 7 butiker. ",https://www.prisjakt.nu/produkt.php?p=5734739,14/08/2022 11:24:30,Samsung,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,176.77 kr/tum,"Samsung The Frame QE65LS03A 65"" 4K Ultra HD (3840x2160) QLED Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,,eARC,Nej,0 st,0 st,Ja,Ja,,,2 st,Nej,,,16:9,163 cm,,Ja,Samsung Picture Quality Index (PQI) 3400,,2160p (4K Ultra HD),100 Hz,,,,,Svart,Platt,25 mm,832 mm,,1457 mm,261 mm,869 mm,23 kg,22.1 kg,"Bluetooth, Röststyrning, Time-shift, One Connect",,Tizen OS,Ja,Ja,802.11ac (Wi-Fi 5),Nej,Ja,Ja,,Ja,HDR10+,,Ja,,2-kanal (Stereo),,Nej,215 W,0.4 W,233 kWh,129 kWh,G,G,LED (lysdiod),,"Quantum dot, Local Dimming",,Samsung,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,176.77 kr/tum,"Samsung The Frame QE65LS03A 65"" 4K Ultra HD (3840x2160) QLED Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,,eARC,Nej,0 st,0 st,Ja,Ja,,,2 st,Nej,,,16:9,163 cm,,Ja,Samsung Picture Quality Index (PQI) 3400,,2160p (4K Ultra HD),100 Hz,,,,,Svart,Platt,25 mm,832 mm,,1457 mm,261 mm,869 mm,23 kg,22.1 kg,"Bluetooth, Röststyrning, Time-shift, One Connect",,Tizen OS,Ja,Ja,802.11ac (Wi-Fi 5),Nej,Ja,Ja,,Ja,HDR10+,,Ja,,2-kanal (Stereo),,Nej,215 W,0.4 W,233 kWh,129 kWh,G,G,LED (lysdiod),,"Quantum dot, Local Dimming",
25,SW,TV,"LG OLED65G1 65"" 4K Ultra HD (3840x2160) OLED Smart TV",27807.666666666668,SEK,3,Rank 26,3.8,(1 omdöme),"Det billigaste priset för LG OLED65G1 65"" 4K Ultra HD (3840x2160) OLED Smart TV just nu är 19 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 3.8 av 5.  Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=5688338,14/08/2022 11:24:33,LG,65 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,307.54 kr/tum,"LG OLED65G1 65"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,4 st,2.3,2.1,eARC,Ja,0 st,0 st,Ja,Nej,3 st,0 st,3 st,Nej,,"24p, 30p, 60p, 120p",16:9,165 cm,,Ja,LG OLED Motion Pro,OLED evo,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,"JPEG/JPG, PNG, BMP","MP3, WMA, WAV (PCM), AAC, AAC+, eAAC+",Dolby Atmos,"DivX, Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, WMV9 HD (VC-1), AVI, Matroska (MKV), MOV, TS, FLV, HEVC/H.265, VP9","Svart, Silver",Platt,19.9 mm,830 mm,,1446 mm,284 mm,888 mm,29.58 kg,29 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Time-shift, Stöd för NFC, Mobilapp för styrning av funktioner, Stöd för HbbTV, Adaptiv synk-teknik, Stöd för HomeKit, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Webbläsare, Netflix, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, HBO Nordic, Amazon Prime Video, Apple TV+",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","AirPlay, WiDi (Wireless Display), Miracast, AirPlay 2",Ja,300x300mm,Flerkanal,,Nej,128 - 226 W,0.5 W,226 kWh,128 kWh,G,G,,,,,LG,65 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,307.54 kr/tum,"LG OLED65G1 65"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,4 st,2.3,2.1,eARC,Ja,0 st,0 st,Ja,Nej,3 st,0 st,3 st,Nej,,"24p, 30p, 60p, 120p",16:9,165 cm,,Ja,LG OLED Motion Pro,OLED evo,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,"JPEG/JPG, PNG, BMP","MP3, WMA, WAV (PCM), AAC, AAC+, eAAC+",Dolby Atmos,"DivX, Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, WMV9 HD (VC-1), AVI, Matroska (MKV), MOV, TS, FLV, HEVC/H.265, VP9","Svart, Silver",Platt,19.9 mm,830 mm,,1446 mm,284 mm,888 mm,29.58 kg,29 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Time-shift, Stöd för NFC, Mobilapp för styrning av funktioner, Stöd för HbbTV, Adaptiv synk-teknik, Stöd för HomeKit, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Webbläsare, Netflix, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, HBO Nordic, Amazon Prime Video, Apple TV+",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","AirPlay, WiDi (Wireless Display), Miracast, AirPlay 2",Ja,300x300mm,Flerkanal,,Nej,128 - 226 W,0.5 W,226 kWh,128 kWh,G,G,,,,
26,SW,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",16045.42857142857,SEK,14,Rank 27,3.8,(1 omdöme),"Det billigaste priset för LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV just nu är 15 490 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 3.8 av 5.  Prisjakt jämför priser och erbjudanden från 14 butiker. ",https://www.prisjakt.nu/produkt.php?p=6003056,14/08/2022 11:24:38,LG,42 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2022,368.81 kr/tum,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,2.2,2.1,eARC,Ja,0 st,0 st,Ja,Nej,3 st,,3 st,Nej,,"24p, 60p, 50p, 120p",16:9,,,Ja,LG OLED Motion Pro,OLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,"Dolby Digital 5.1, Dolby Digital Plus, Dolby Atmos",,"Svart, Silver, Grå",Platt,411 mm,535 mm,,932 mm,170 mm,577 mm,9.3 kg,,"Bluetooth, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Webbläsare, Netflix, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","Miracast, AirPlay 2",Ja,300x200mm,2-kanal (Stereo),,Nej,,0.5 W,,,,,,,,,LG,42 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2022,368.81 kr/tum,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,2.2,2.1,eARC,Ja,0 st,0 st,Ja,Nej,3 st,,3 st,Nej,,"24p, 60p, 50p, 120p",16:9,,,Ja,LG OLED Motion Pro,OLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,"Dolby Digital 5.1, Dolby Digital Plus, Dolby Atmos",,"Svart, Silver, Grå",Platt,411 mm,535 mm,,932 mm,170 mm,577 mm,9.3 kg,,"Bluetooth, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Webbläsare, Netflix, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","Miracast, AirPlay 2",Ja,300x200mm,2-kanal (Stereo),,Nej,,0.5 W,,,,,,,,
27,SW,TV,"Samsung QLED QE65QN95A 65"" 4K Ultra HD (3840x2160) Smart TV",20489.25,SEK,4,Rank 28,4.2,(2 omdömen),"Det billigaste priset för Samsung QLED QE65QN95A 65"" 4K Ultra HD (3840x2160) Smart TV just nu är 16 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 4.2 av 5.  Prisjakt jämför priser och erbjudanden från 4 butiker. ",https://www.prisjakt.nu/produkt.php?p=5727076,14/08/2022 11:24:42,Samsung,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,261.38 kr/tum,"Samsung QLED QE65QN95A 65"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,4 st,,2.1,eARC,Nej,,,Ja,,,,2 st,,,"24p, 30p, 60p, 50p, 120p",16:9,163 cm,,,,Neo QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,,,"Svart, Silver, Grå",Platt,25.9 mm,,,1446.3 mm,285.4 mm,891.4 mm,30.3 kg,23.3 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Stöd för NFC, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR), One Connect, Slim One Connect",,Tizen OS,Ja,Ja,802.11ac (Wi-Fi 5),Nej,Ja,Ja,Ja,Ja,"HDR10, HLG, HDR10+",,Ja,400x300mm,,,Nej,,0.5 W,242 kWh,123 kWh,G,G,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming, Mini-LED",VA,Samsung,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,261.38 kr/tum,"Samsung QLED QE65QN95A 65"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,4 st,,2.1,eARC,Nej,,,Ja,,,,2 st,,,"24p, 30p, 60p, 50p, 120p",16:9,163 cm,,,,Neo QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,,,"Svart, Silver, Grå",Platt,25.9 mm,,,1446.3 mm,285.4 mm,891.4 mm,30.3 kg,23.3 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Stöd för NFC, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR), One Connect, Slim One Connect",,Tizen OS,Ja,Ja,802.11ac (Wi-Fi 5),Nej,Ja,Ja,Ja,Ja,"HDR10, HLG, HDR10+",,Ja,400x300mm,,,Nej,,0.5 W,242 kWh,123 kWh,G,G,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming, Mini-LED",VA
28,SW,TV,"Sony Bravia XR-77A80J 77"" 4K Ultra HD (3840x2160) OLED Google TV",29945.0,SEK,2,Rank 29,4.2,(2 omdömen),"Det billigaste priset för Sony Bravia XR-77A80J 77"" 4K Ultra HD (3840x2160) OLED Google TV just nu är 31 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 4.2 av 5.  Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5753145,14/08/2022 11:24:44,Sony,77 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,362.34 kr/tum,"Sony Bravia XR-77A80J 77"" 4K Ultra HD (3840x2160) OLED Google TV",TV,Ja,Ja,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,2.3,2.1,eARC,Ja,,,Ja,Ja,,,3 st,Nej,,120p,16:9,198 cm,,,,OLED,"480p, 2160p (4K Ultra HD)",120 Hz,,"MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC",Dolby Atmos,"Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265","Svart, Titan",Platt,54 mm,999 mm,,1722 mm,367 mm,1071 mm,29 kg,30 kg,"FM-radio, Bluetooth, Röststyrning, Adaptiv synk-teknik, Stöd för HomeKit, ALLM, Variable Refresh Rate (VRR)","YouTube, Webbläsare, Netflix, Viaplay, Amazon Prime Video, Apple TV+",Google TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG",,Ja,300x300mm,Flerkanal,,Nej,183 W,0.5 W,210 kWh,183 kWh,G,G,,,,,Sony,77 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,362.34 kr/tum,"Sony Bravia XR-77A80J 77"" 4K Ultra HD (3840x2160) OLED Google TV",TV,Ja,Ja,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,2.3,2.1,eARC,Ja,,,Ja,Ja,,,3 st,Nej,,120p,16:9,198 cm,,,,OLED,"480p, 2160p (4K Ultra HD)",120 Hz,,"MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC",Dolby Atmos,"Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265","Svart, Titan",Platt,54 mm,999 mm,,1722 mm,367 mm,1071 mm,29 kg,30 kg,"FM-radio, Bluetooth, Röststyrning, Adaptiv synk-teknik, Stöd för HomeKit, ALLM, Variable Refresh Rate (VRR)","YouTube, Webbläsare, Netflix, Viaplay, Amazon Prime Video, Apple TV+",Google TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG",,Ja,300x300mm,Flerkanal,,Nej,183 W,0.5 W,210 kWh,183 kWh,G,G,,,,
29,SW,TV,"TCL 98C735 98"" 4K Ultra HD (3840x2160) QLED Google TV",53420.0,SEK,7,Rank 30,,,"Det billigaste priset för TCL 98C735 98"" 4K Ultra HD (3840x2160) QLED Google TV just nu är 36 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV.  Prisjakt jämför priser och erbjudanden från 7 butiker. ",https://www.prisjakt.nu/produkt.php?p=6219595,14/08/2022 11:24:47,TCL,98 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,377.45 kr/tum,"TCL 98C735 98"" 4K Ultra HD (3840x2160) QLED Google TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,4 st,2.2,2.1,eARC,Ja,,,Ja,,2 st,0 st,2 st,Nej,,"24p, 60p, 50p, 120p",16:9,,,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,"Dolby Digital 5.1, DTS 5.1, Dolby Digital Plus, DTS HD Master Audio, Dolby Atmos",,,Platt,,,,,,,,,"Bluetooth, Time-shift, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)","Facebook, YouTube, Spotify, Webbläsare, Netflix, Viaplay, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+",Android TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5), 802.11ax (Wi-Fi 6)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG",Google Cast/Chromecast,Ja,800x400mm,,,Nej,,,,,,,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming",,TCL,98 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,377.45 kr/tum,"TCL 98C735 98"" 4K Ultra HD (3840x2160) QLED Google TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,4 st,2.2,2.1,eARC,Ja,,,Ja,,2 st,0 st,2 st,Nej,,"24p, 60p, 50p, 120p",16:9,,,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,"Dolby Digital 5.1, DTS 5.1, Dolby Digital Plus, DTS HD Master Audio, Dolby Atmos",,,Platt,,,,,,,,,"Bluetooth, Time-shift, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)","Facebook, YouTube, Spotify, Webbläsare, Netflix, Viaplay, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+",Android TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5), 802.11ax (Wi-Fi 6)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG",Google Cast/Chromecast,Ja,800x400mm,,,Nej,,,,,,,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming",
